campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	region_pooled_resource_transaction_percentage	(region: REGION_SCRIPT_INTERFACE, resource_key: string, factor_key: string, amount: number, required: boolean)	boolean	Apply a percentage pooled resource transaction to a region
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	region_transfer	(region: REGION_SCRIPT_INTERFACE, new_owner: FACTION_SCRIPT_INTERFACE|nil)	boolean	Transfer a region to a new faction. If no new owner is provided, the payload applicant will be given the region
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	remove_unit	(target_force: MILITARY_FORCE_SCRIPT_INTERFACE, main_unit_key: string)	boolean	Remove a unit from a given military force based on the unit record
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	reveal_foreign_slots	(region: REGION_SCRIPT_INTERFACE, duration: number, revealed_to: FACTION_SCRIPT_INTERFACE|nil)	boolean	Reveal the foreign slots present in a region for a time. If no target faction is provided, then the foreign slots will be revealed to the payload applicant
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	scripted_mission	(mission_string: string)	boolean	Trigger a scripted mission
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	show_war_coordinaton_extra_information	()	boolean	This function is not properly documented by CA, so the parameters are unknown
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	spawn_agent	(agent_key: string, agent_subtype_key: string, historical_character_key: string, spawn_to_pool: boolean, target_region: REGION_SCRIPT_INTERFACE|nil, ap_factor: number|nil)	boolean	Spawn an agent
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	spawn_military_force	(spawnable_force_key: string, owning_faction: FACTION_SCRIPT_INTERFACE|nil)	boolean	Spawn a military force. If no owning faction is provided, the payload applicant will receive the force
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	spawn_military_force_ritual_site	(spawnable_force_key: string, owning_faction: FACTION_SCRIPT_INTERFACE|nil)	boolean	Spawn a military force at a ritual site. If no owning faction is provided, then the payload applicant faction will own the force
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	spawn_storm	(storm_type_key: string, strength: number, max_duration: number, target_region: REGION_SCRIPT_INTERFACE|nil)	boolean	Spawn a storm
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	spawn_unit	(unit_key: string, region: integer)	boolean	Spawn a unit into a garrison army
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	spawn_unit_home_region	(unit_key: string)	boolean	Spawn a unit into a factions home regions' garrison army
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	subpayload	(sub_payload: CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE)	boolean	Add a subpayload. Please don't add a payload to itself
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	teleport_army	(force: MILITARY_FORCE_SCRIPT_INTERFACE, target_region: REGION_DATA_SCRIPT_INTERFACE)	boolean	Teleport an army to a region
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	text_display	(payload_ui_detail_key: string)	boolean	Add text display to the payload
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	transported_military_force	(transported_force_key: string, is_removal: boolean)	boolean	Add/Remove a transported military force from every military force owned by the payload applicant
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	treasury_adjustment	(amount: number)	boolean	Adjust the payload applicant factions treasury
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	unit_capacity_adjustment	(faction: FACTION_SCRIPT_INTERFACE, unit_record_key: string, change: number)	boolean	Additive modifier to the capacity of a specific unit available to a faction
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	valid	(target_faction: FACTION_SCRIPT_INTERFACE)	boolean	Ensure the payload is valid. This will return false if an object required has been destroyed or if the payload state is just generally not valid anymore
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	war_coordination_target	(faction: FACTION_SCRIPT_INTERFACE, target: REGION_SCRIPT_INTERFACE | MILITARY_FORCE_SCRIPT_INTERFACE, offensive: boolean)	boolean	Set a war coordination target for a faction
campaign,events	CAMPAIGN_PAYLOAD_BUILDER_SCRIPT_INTERFACE	winds_of_magic_strength_change	(winds_of_magic_area_key: string, winds_of_magic_strength_key: string)	boolean	Set the winds of magic strength in an areas
campaign	campaign_ui_manager	add_all_characters_for_faction_selection_whitelist	(faction_name: string)		Adds all characters from the specified faction to the character selection whitelist.
campaign	campaign_ui_manager	add_all_settlements_for_faction_selection_whitelist	(faction_name: string)		Adds all settlements belonging to the specified faction to the settlement whitelist.
campaign	campaign_ui_manager	add_campaign_panel_closed_interaction_monitor	(key: string, condition: function?)		Sets up a panel-closing interaction monitor. This sets up an interaction monitor with campaign_ui_manager:add_interaction_monitor for the PanelClosedCampaign event.
campaign	campaign_ui_manager	add_character_selection_whitelist	(character_cqi: number)		Adds a character to the character whitelist by cqi. The character whitelist system must be enabled with campaign_ui_manager:enable_character_selection_whitelist for this to have an effect.
campaign	campaign_ui_manager	add_click_interaction_monitor	(key: string, condition: function?)		Sets up an on-click interaction monitor. This sets up an interaction monitor with campaign_ui_manager:add_interaction_monitor for the ComponentLClickUp event.
campaign	campaign_ui_manager	add_interaction_monitor	(key: string, event_name: string, condition: function?)		Sets up an interaction monitor. If the supplied key is not already present in the advice history then a listener is established for the supplied event and condition.
campaign	campaign_ui_manager	add_settlement_selection_whitelist	(settlement_name: string)		Adds the specified settlement to the settlement selection whitelist. The settlement name will be in the form settlement:[region_name].
campaign	campaign_ui_manager	clear_character_selection_whitelist	()		Clears all characters from the character whitelist.
campaign	campaign_ui_manager	clear_settlement_selection_whitelist	()		Clears the settlement selection whitelist.
campaign	campaign_ui_manager	disable_character_selection_whitelist	()		Disables the character selection whitelist so that it is no longer enforced. Calling this does not clear characters from the whitelist - use campaign_ui_manager:clear_character_selection_whitelist to do this.
campaign	campaign_ui_manager	disable_settlement_selection_whitelist	()		Diables the settlement selection whitelist so that it is no longer enforced. Calling this does not clear settlements from the whitelist - use campaign_ui_manager:clear_settlement_selection_whitelist to do this.
campaign	campaign_ui_manager	display_faction_buttons	(should_show: boolean)		Hides or shows the faction buttons docker on the campaign UI, which is the panel on which the end-turn button is displayed.
campaign	campaign_ui_manager	display_first_turn_ui	(show_ui: boolean)		Hides or shows a large amount of the campaign UI.
campaign	campaign_ui_manager	display_resources_bar	(should_show: boolean)		Hides or shows the resources bar at the top of the campaign UI.
campaign	campaign_ui_manager	enable_character_selection_whitelist	()		Enables the character selection whitelist so that it starts being enforced. After this function is called the player will be unable to select any characters that have not been added to the whitelist until the character whitelist system is disabled with campaig...
campaign	campaign_ui_manager	enable_event_panel_auto_open	(should_enable: boolean)		Enables or disables the event panel from auto-opening. Each call to disable the event panel auto-opening made with this function increases the lock level by one, and each call to enable it decreases the lock level by one.
campaign	campaign_ui_manager	enable_settlement_selection_whitelist	()		Enables the settlement selection whitelist so that it starts being enforced. After this function is called the player will be unable to select any settlements that have not been added to the whitelist until the settlement whitelist system is disabled with camp...
campaign	campaign_ui_manager	get_button_pulse_strength	()	number	Returns the button pulse strength constant (currently 10).
campaign	campaign_ui_manager	get_char_selected_cqi	()	number	Returns the cqi of the selected character.
campaign	campaign_ui_manager	get_interaction_monitor_state	(key: string)	boolean	Gets the state of a supplied interaction monitor. If the monitor has ever been triggered then true is returned, otherwise false is returned instead.
campaign	campaign_ui_manager	get_mf_selected_cqi	()	boolean	Returns the cqi of the currently selected military force. If no military force is currently selected then false is returned.
campaign	campaign_ui_manager	get_mf_selected_type	()	string	Returns the force type key of the currently selected military force. If no military force is currently selected then false is returned.
campaign	campaign_ui_manager	get_next_output_stamp	()	number	Returns an incremental number which can be used for matching output between tabs.
campaign	campaign_ui_manager	get_open_blocking_or_event_panel	()	string	Returns the name of the first blocking panel that's open, including the events panel, or false if no panels are open. Usually only one blocking panel is open at a time but in certain circumstances (such as diplomacy) more than one may be open at a time.
campaign	campaign_ui_manager	get_open_blocking_panel	()	string	Returns the name of a blocking panel that's open, or false if no panels are open. If more than one blocking panel is open then the name of one is returned at random.
campaign	campaign_ui_manager	get_open_panel	()	string	Returns the name of a ui panel that's open, or false if no panels are open. If more than one ui panel is open then the name of one is returned at random.
campaign	campaign_ui_manager	get_panel_pulse_strength	()	number	Returns the panel pulse strength constant (currently 5).
campaign	campaign_ui_manager	get_selected_settlement	()	string	Returns the string name of the selected settlement. If no settlement is selected a blank string is returned.
campaign	campaign_ui_manager	get_selected_settlement_region	()	string	Returns the string name of the region containing the selected settlement. If no settlement is selected a blank string is returned.
campaign	campaign_ui_manager	highlight_advice_history_buttons	(show_highlight: boolean?, pulse_strength_override: number?, force_highlight: boolean?)		Highlights the advice history buttons. Best practise is to use campaign_ui_manager:unhighlight_all_for_tooltips to cancel the highlight later.
campaign	campaign_ui_manager	highlight_advisor	(show_highlight: boolean?, pulse_strength_override: number?, force_highlight: boolean?)		Highlights the advisor. Best practise is to use campaign_ui_manager:unhighlight_all_for_tooltips to cancel the highlight later.
campaign	campaign_ui_manager	highlight_advisor_button	(show_highlight: boolean?, pulse_strength_override: number?, force_highlight: boolean?)		Highlights the advisor button. Best practise is to use campaign_ui_manager:unhighlight_all_for_tooltips to cancel the highlight later.
campaign	campaign_ui_manager	highlight_all_characters_near_camera	(show_highlight: boolean?, radius: number, condition: function?)		A shorthand method for highlighting or unhighlighting all characters currently near the position of the camera. An optional condition may be supplied to filter the characters to highlight. Note that the highlighting won't update if the camera is moved.
campaign	campaign_ui_manager	highlight_all_general_characters_for_faction	(faction_key: string, should_highlight: boolean?)		A shorthand method for highlighting/unhighlight all armies for a faction.
campaign	campaign_ui_manager	highlight_all_generals_near_camera	(show_highlight: boolean?, radius: number, condition: function?)		A shorthand method for highlighting or unhighlighting all general/lord characters currently near the position of the camera. Uses campaign_ui_manager:highlight_all_characters_near_camera.
campaign	campaign_ui_manager	highlight_all_heroes_near_camera	(show_highlight: boolean?, radius: number, condition: function?)		A shorthand method for highlighting or unhighlighting all hero characters currently near the position of the camera. Uses campaign_ui_manager:highlight_all_characters_near_camera.
campaign	campaign_ui_manager	highlight_all_settlements_for_faction	(faction_key: string, show_highlight: boolean?, marker_type: string?)		A shorthand method for highlighting or unhighlighting all settlements belonging to a specified faction. This function uses campaign_ui_manager:highlight_settlement and campaign_ui_manager:unhighlight_settlement to perform the actual highlighting and unhighligh...
